SUBJ	condition	language	PUPIL_SIZE	CCC	rating_natural
4473	NEUTRAL	SPANISH	1373,25	13bSPANISH	4,44
4025	NEUTRAL	SPANISH	1374,61	15bSPANISH	3,84
1231	NEUTRAL	SPANISH	1374,69	01bSPANISH	4
4473	NEGATIVE	SPANISH	1374,79	13aSPANISH	5,88
2180	NEGATIVE	SPANISH	1377,47	20aSPANISH	3,08
567	NEGATIVE	SPANISH	1377,7	12aSPANISH	6,24
567	NEGATIVE	SPANISH	1377,87	19aSPANISH	4,24
2180	NEGATIVE	SPANISH	1378,13	09aSPANISH	5,28
4473	NEUTRAL	SPANISH	1378,76	18bSPANISH	5,84
2180	NEGATIVE	SPANISH	1379,59	19aSPANISH	4,24
2180	NEGATIVE	SPANISH	1383,74	16aSPANISH	6,12
4124	NEGATIVE	SPANISH	1385,02	12aSPANISH	6,24
4124	NEUTRAL	SPANISH	1385,03	16bSPANISH	4,52
4473	NEGATIVE	SPANISH	1386,38	09aSPANISH	5,28
4473	NEGATIVE	SPANISH	1386,64	16aSPANISH	6,12
567	NEUTRAL	SPANISH	1388,12	03bSPANISH	5
2180	NEUTRAL	SPANISH	1391,44	13bSPANISH	4,44
4473	NEGATIVE	SPANISH	1392,4	03aSPANISH	5,16
3161	NEUTRAL	SPANISH	1392,44	09bSPANISH	5,48
4124	NEUTRAL	SPANISH	1392,52	13bSPANISH	4,44
4124	NEGATIVE	SPANISH	1392,62	06aSPANISH	5,64
4473	NEGATIVE	SPANISH	1392,67	05aSPANISH	3,84
2235	NEUTRAL	SPANISH	1396,94	16bSPANISH	4,52
567	NEGATIVE	SPANISH	1397,2	14aSPANISH	4,8
2180	NEUTRAL	SPANISH	1397,56	19bSPANISH	5,04
4473	NEUTRAL	SPANISH	1398,22	16bSPANISH	4,52
567	NEGATIVE	SPANISH	1398,27	04aSPANISH	4,28
567	NEGATIVE	SPANISH	1398,42	16aSPANISH	6,12
4124	NEUTRAL	SPANISH	1398,46	18bSPANISH	5,84
4124	NEUTRAL	SPANISH	1399,98	05bSPANISH	5,36
4473	NEGATIVE	SPANISH	1403,41	18aSPANISH	5,88
567	NEGATIVE	SPANISH	1406,04	06aSPANISH	5,64
567	NEUTRAL	SPANISH	1406,09	19bSPANISH	5,04
567	NEUTRAL	SPANISH	1407,48	09bSPANISH	5,48
567	NEGATIVE	SPANISH	1409,57	03aSPANISH	5,16
2235	NEUTRAL	SPANISH	1409,76	13bSPANISH	4,44
2180	NEGATIVE	SPANISH	1409,85	14aSPANISH	4,8
567	NEGATIVE	SPANISH	1413,74	05aSPANISH	3,84
4473	NEGATIVE	SPANISH	1414,81	15aSPANISH	5,32
4124	NEUTRAL	SPANISH	1415,21	10bSPANISH	5,6
4124	NEUTRAL	SPANISH	1416,08	01bSPANISH	4
4540	NEUTRAL	SPANISH	1416,82	15bSPANISH	3,84
4124	NEUTRAL	SPANISH	1418	15bSPANISH	3,84
2180	NEGATIVE	SPANISH	1419,14	05aSPANISH	3,84
4473	NEUTRAL	SPANISH	1420,55	01bSPANISH	4
4124	NEGATIVE	SPANISH	1422,97	10aSPANISH	4,92
567	NEGATIVE	SPANISH	1423,1	07aSPANISH	4,76
4473	NEUTRAL	SPANISH	1423,7	17bSPANISH	5,28
4473	NEUTRAL	SPANISH	1423,97	10bSPANISH	5,6
2180	NEUTRAL	SPANISH	1424,18	04bSPANISH	4,44
2180	NEGATIVE	SPANISH	1424,79	06aSPANISH	5,64
2180	NEGATIVE	SPANISH	1425,37	11aSPANISH	5,28
2180	NEGATIVE	SPANISH	1425,92	15aSPANISH	5,32
567	NEGATIVE	SPANISH	1426,1	10aSPANISH	4,92
4473	NEUTRAL	SPANISH	1426,76	12bSPANISH	4,96
567	NEGATIVE	SPANISH	1430,7	17aSPANISH	6,24
4124	NEUTRAL	SPANISH	1434,77	08bSPANISH	3,72
4124	NEUTRAL	SPANISH	1435,43	07bSPANISH	5
4124	NEUTRAL	SPANISH	1437,98	12bSPANISH	4,96
4124	NEUTRAL	SPANISH	1443,43	14bSPANISH	3,92
567	NEUTRAL	SPANISH	1445,16	08bSPANISH	3,72
2180	NEGATIVE	SPANISH	1445,5	10aSPANISH	4,92
567	NEGATIVE	SPANISH	1451,09	02aSPANISH	6,04
4124	NEUTRAL	SPANISH	1451,98	20bSPANISH	5,92
4124	NEGATIVE	SPANISH	1454,16	05aSPANISH	3,84
2235	NEGATIVE	SPANISH	1456,12	06aSPANISH	5,64
4473	NEGATIVE	SPANISH	1456,41	11aSPANISH	5,28
567	NEGATIVE	SPANISH	1457,35	01aSPANISH	5,8
4124	NEGATIVE	SPANISH	1462	17aSPANISH	6,24
2235	NEUTRAL	SPANISH	1462,25	14bSPANISH	3,92
4124	NEUTRAL	SPANISH	1463,58	03bSPANISH	5
4124	NEGATIVE	SPANISH	1464,64	16aSPANISH	6,12
2180	NEGATIVE	SPANISH	1466,7	01aSPANISH	5,8
567	NEGATIVE	SPANISH	1467,53	18aSPANISH	5,88
4124	NEGATIVE	SPANISH	1468,97	18aSPANISH	5,88
567	NEGATIVE	SPANISH	1470,57	09aSPANISH	5,28
4124	NEUTRAL	SPANISH	1475,96	02bSPANISH	6
4124	NEGATIVE	SPANISH	1476,66	04aSPANISH	4,28
2235	NEUTRAL	SPANISH	1478,09	10bSPANISH	5,6
4124	NEGATIVE	SPANISH	1479,18	07aSPANISH	4,76
2180	NEUTRAL	SPANISH	1480,89	14bSPANISH	3,92
567	NEGATIVE	SPANISH	1482,04	08aSPANISH	6,4
4473	NEUTRAL	SPANISH	1484,05	02bSPANISH	6
567	NEUTRAL	SPANISH	1487,72	11bSPANISH	5,96
4540	NEGATIVE	SPANISH	1488,59	12aSPANISH	6,24
4124	NEGATIVE	SPANISH	1489,14	08aSPANISH	6,4
4540	NEUTRAL	SPANISH	1489,28	13bSPANISH	4,44
567	NEUTRAL	SPANISH	1489,72	05bSPANISH	5,36
4473	NEGATIVE	SPANISH	1492,26	20aSPANISH	3,08
4473	NEGATIVE	SPANISH	1495,12	02aSPANISH	6,04
4124	NEGATIVE	SPANISH	1497,5	02aSPANISH	6,04
4473	NEGATIVE	SPANISH	1498,85	19aSPANISH	4,24
4025	NEGATIVE	SPANISH	1501,92	01aSPANISH	5,8
2180	NEGATIVE	SPANISH	1503,47	18aSPANISH	5,88
4540	NEGATIVE	SPANISH	1506,39	20aSPANISH	3,08
4124	NEGATIVE	SPANISH	1507,72	01aSPANISH	5,8
4540	NEGATIVE	SPANISH	1507,81	03aSPANISH	5,16
2235	NEUTRAL	SPANISH	1513,07	01bSPANISH	4
4540	NEUTRAL	SPANISH	1513,36	16bSPANISH	4,52
2235	NEGATIVE	SPANISH	1513,92	07aSPANISH	4,76
567	NEGATIVE	SPANISH	1515,6	15aSPANISH	5,32
2235	NEGATIVE	SPANISH	1523,25	12aSPANISH	6,24
4540	NEUTRAL	SPANISH	1524,74	04bSPANISH	4,44
4540	NEUTRAL	SPANISH	1529,87	18bSPANISH	5,84
4124	NEGATIVE	SPANISH	1531,93	14aSPANISH	4,8
4540	NEGATIVE	SPANISH	1536,27	08aSPANISH	6,4
4540	NEUTRAL	SPANISH	1548,73	02bSPANISH	6
4124	NEGATIVE	SPANISH	1548,92	11aSPANISH	5,28
4540	NEUTRAL	SPANISH	1549,08	11bSPANISH	5,96
2235	NEGATIVE	SPANISH	1549,8	18aSPANISH	5,88
4540	NEUTRAL	SPANISH	1552,26	20bSPANISH	5,92
4540	NEUTRAL	SPANISH	1555,19	10bSPANISH	5,6
4540	NEUTRAL	SPANISH	1563,61	08bSPANISH	3,72
2235	NEGATIVE	SPANISH	1565	17aSPANISH	6,24
4540	NEGATIVE	SPANISH	1569,83	15aSPANISH	5,32
2235	NEUTRAL	SPANISH	1571,79	04bSPANISH	4,44
4124	NEGATIVE	SPANISH	1573,74	19aSPANISH	4,24
4696	NEGATIVE	SPANISH	1576,2	20aSPANISH	3,08
4540	NEUTRAL	SPANISH	1577,66	14bSPANISH	3,92
2235	NEUTRAL	SPANISH	1580,8	19bSPANISH	5,04
4540	NEUTRAL	SPANISH	1582,75	09bSPANISH	5,48
2235	NEUTRAL	SPANISH	1583,79	06bSPANISH	4,24
4540	NEUTRAL	SPANISH	1584,71	05bSPANISH	5,36
4540	NEGATIVE	SPANISH	1588,11	09aSPANISH	5,28
2235	NEUTRAL	SPANISH	1588,15	17bSPANISH	5,28
4540	NEGATIVE	SPANISH	1591,5	16aSPANISH	6,12
4540	NEUTRAL	SPANISH	1598,33	06bSPANISH	4,24
4696	NEUTRAL	SPANISH	1598,79	06bSPANISH	4,24
4540	NEUTRAL	SPANISH	1601,97	07bSPANISH	5
4696	NEUTRAL	SPANISH	1603,95	19bSPANISH	5,04
2235	NEGATIVE	SPANISH	1604,21	02aSPANISH	6,04
2235	NEGATIVE	SPANISH	1606,52	01aSPANISH	5,8
4124	NEGATIVE	SPANISH	1608,74	03aSPANISH	5,16
4540	NEUTRAL	SPANISH	1610,13	03bSPANISH	5
4696	NEGATIVE	SPANISH	1617,2	16aSPANISH	6,12
2235	NEUTRAL	SPANISH	1618,19	07bSPANISH	5
2235	NEGATIVE	SPANISH	1621,48	09aSPANISH	5,28
4696	NEUTRAL	SPANISH	1622,61	12bSPANISH	4,96
4696	NEUTRAL	SPANISH	1622,82	10bSPANISH	5,6
2235	NEUTRAL	SPANISH	1622,96	08bSPANISH	3,72
2235	NEUTRAL	SPANISH	1624,08	02bSPANISH	6
4540	NEGATIVE	SPANISH	1624,09	10aSPANISH	4,92
4124	NEUTRAL	SPANISH	1624,17	04bSPANISH	4,44
4540	NEGATIVE	SPANISH	1625,12	19aSPANISH	4,24
4540	NEGATIVE	SPANISH	1625,26	11aSPANISH	5,28
2235	NEGATIVE	SPANISH	1626,36	15aSPANISH	5,32
4696	NEGATIVE	SPANISH	1629,78	08aSPANISH	6,4
4540	NEUTRAL	SPANISH	1629,92	01bSPANISH	4
4696	NEGATIVE	SPANISH	1633,46	02aSPANISH	6,04
2235	NEUTRAL	SPANISH	1636,77	18bSPANISH	5,84
4540	NEGATIVE	SPANISH	1637,1	13aSPANISH	5,88
4696	NEGATIVE	SPANISH	1639,5	05aSPANISH	3,84
2235	NEGATIVE	SPANISH	1639,57	14aSPANISH	4,8
2235	NEGATIVE	SPANISH	1642,18	03aSPANISH	5,16
3420	NEGATIVE	SPANISH	1644,68	04aSPANISH	4,28
2235	NEUTRAL	SPANISH	1645,08	05bSPANISH	5,36
4540	NEGATIVE	SPANISH	1645,26	14aSPANISH	4,8
4540	NEUTRAL	SPANISH	1646,06	19bSPANISH	5,04
2235	NEUTRAL	SPANISH	1649,21	09bSPANISH	5,48
4696	NEUTRAL	SPANISH	1650,19	02bSPANISH	6
3420	NEGATIVE	SPANISH	1652,12	08aSPANISH	6,4
4696	NEGATIVE	SPANISH	1652,21	03aSPANISH	5,16
4696	NEUTRAL	SPANISH	1652,55	18bSPANISH	5,84
4696	NEUTRAL	SPANISH	1653,91	07bSPANISH	5
4540	NEGATIVE	SPANISH	1656,03	02aSPANISH	6,04
2235	NEGATIVE	SPANISH	1656,23	20aSPANISH	3,08
3420	NEUTRAL	SPANISH	1657,73	09bSPANISH	5,48
2235	NEGATIVE	SPANISH	1659,56	10aSPANISH	4,92
4696	NEUTRAL	SPANISH	1661,73	04bSPANISH	4,44
2235	NEGATIVE	SPANISH	1665,15	16aSPANISH	6,12
2235	NEUTRAL	SPANISH	1666,45	15bSPANISH	3,84
2235	NEUTRAL	SPANISH	1666,55	20bSPANISH	5,92
4696	NEUTRAL	SPANISH	1666,71	13bSPANISH	4,44
2235	NEGATIVE	SPANISH	1667,05	08aSPANISH	6,4
2235	NEGATIVE	SPANISH	1667,37	13aSPANISH	5,88
3420	NEUTRAL	SPANISH	1669	10bSPANISH	5,6
4696	NEUTRAL	SPANISH	1669,93	20bSPANISH	5,92
4540	NEGATIVE	SPANISH	1672,39	18aSPANISH	5,88
4540	NEGATIVE	SPANISH	1673,81	05aSPANISH	3,84
2235	NEGATIVE	SPANISH	1675,04	19aSPANISH	4,24
2235	NEGATIVE	SPANISH	1678,22	05aSPANISH	3,84
2235	NEGATIVE	SPANISH	1680,18	04aSPANISH	4,28
4540	NEUTRAL	SPANISH	1680,4	12bSPANISH	4,96
2235	NEUTRAL	SPANISH	1680,83	12bSPANISH	4,96
3420	NEUTRAL	SPANISH	1680,97	01bSPANISH	4
3420	NEUTRAL	SPANISH	1681,12	08bSPANISH	3,72
4696	NEUTRAL	SPANISH	1685,1	17bSPANISH	5,28
4540	NEUTRAL	SPANISH	1685,31	17bSPANISH	5,28
4696	NEUTRAL	SPANISH	1689,46	05bSPANISH	5,36
4124	NEGATIVE	SPANISH	1691,32	15aSPANISH	5,32
4696	NEGATIVE	SPANISH	1693,46	18aSPANISH	5,88
4540	NEGATIVE	SPANISH	1694,39	04aSPANISH	4,28
2235	NEUTRAL	SPANISH	1694,54	03bSPANISH	5
4696	NEUTRAL	SPANISH	1695,1	11bSPANISH	5,96
4540	NEGATIVE	SPANISH	1695,22	07aSPANISH	4,76
4696	NEGATIVE	SPANISH	1696,88	09aSPANISH	5,28
4696	NEGATIVE	SPANISH	1698,37	06aSPANISH	5,64
2554	NEGATIVE	SPANISH	1703,83	19aSPANISH	4,24
2554	NEGATIVE	SPANISH	1707,68	01aSPANISH	5,8
4696	NEGATIVE	SPANISH	1714,68	13aSPANISH	5,88
4696	NEUTRAL	SPANISH	1716,03	14bSPANISH	3,92
4696	NEGATIVE	SPANISH	1718,39	01aSPANISH	5,8
3420	NEGATIVE	SPANISH	1719,22	16aSPANISH	6,12
4696	NEUTRAL	SPANISH	1722,03	15bSPANISH	3,84
4696	NEGATIVE	SPANISH	1730,7	15aSPANISH	5,32
2235	NEUTRAL	SPANISH	1731,04	11bSPANISH	5,96
3853	NEGATIVE	SPANISH	1732	17aSPANISH	6,24
4540	NEGATIVE	SPANISH	1732,31	17aSPANISH	6,24
3420	NEUTRAL	SPANISH	1733,08	04bSPANISH	4,44
3420	NEGATIVE	SPANISH	1734	13aSPANISH	5,88
2554	NEUTRAL	SPANISH	1736,31	11bSPANISH	5,96
4696	NEGATIVE	SPANISH	1738,21	14aSPANISH	4,8
3420	NEUTRAL	SPANISH	1745,37	14bSPANISH	3,92
3420	NEUTRAL	SPANISH	1746,83	07bSPANISH	5
3420	NEGATIVE	SPANISH	1749,15	02aSPANISH	6,04
2554	NEUTRAL	SPANISH	1749,83	17bSPANISH	5,28
4696	NEGATIVE	SPANISH	1749,85	10aSPANISH	4,92
3420	NEUTRAL	SPANISH	1751,97	19bSPANISH	5,04
2554	NEGATIVE	SPANISH	1752,79	08aSPANISH	6,4
2554	NEUTRAL	SPANISH	1754,29	09bSPANISH	5,48
3420	NEUTRAL	SPANISH	1754,97	02bSPANISH	6
3853	NEGATIVE	SPANISH	1755,14	05aSPANISH	3,84
2554	NEGATIVE	SPANISH	1755,17	05aSPANISH	3,84
4696	NEGATIVE	SPANISH	1756	11aSPANISH	5,28
3420	NEGATIVE	SPANISH	1757	10aSPANISH	4,92
3420	NEGATIVE	SPANISH	1757,94	19aSPANISH	4,24
4696	NEGATIVE	SPANISH	1758,61	12aSPANISH	6,24
4124	NEUTRAL	SPANISH	1759,56	17bSPANISH	5,28
3420	NEUTRAL	SPANISH	1761,17	11bSPANISH	5,96
3420	NEGATIVE	SPANISH	1762,17	20aSPANISH	3,08
2554	NEGATIVE	SPANISH	1762,81	17aSPANISH	6,24
3853	NEGATIVE	SPANISH	1766,37	16aSPANISH	6,12
3420	NEGATIVE	SPANISH	1768,37	03aSPANISH	5,16
3853	NEGATIVE	SPANISH	1769,7	09aSPANISH	5,28
3853	NEUTRAL	SPANISH	1771,79	03bSPANISH	5
3420	NEUTRAL	SPANISH	1774,06	12bSPANISH	4,96
2554	NEUTRAL	SPANISH	1775,5	02bSPANISH	6
4696	NEUTRAL	SPANISH	1778,18	01bSPANISH	4
4696	NEUTRAL	SPANISH	1781,93	08bSPANISH	3,72
4696	NEUTRAL	SPANISH	1782	09bSPANISH	5,48
3420	NEGATIVE	SPANISH	1782,15	11aSPANISH	5,28
3420	NEUTRAL	SPANISH	1785,21	13bSPANISH	4,44
3420	NEUTRAL	SPANISH	1785,53	20bSPANISH	5,92
3420	NEGATIVE	SPANISH	1786,03	17aSPANISH	6,24
4540	NEGATIVE	SPANISH	1787,91	01aSPANISH	5,8
4696	NEUTRAL	SPANISH	1788,71	03bSPANISH	5
3420	NEUTRAL	SPANISH	1791,31	18bSPANISH	5,84
4696	NEGATIVE	SPANISH	1793,72	07aSPANISH	4,76
3420	NEGATIVE	SPANISH	1795	05aSPANISH	3,84
2554	NEUTRAL	SPANISH	1795,72	01bSPANISH	4
3420	NEGATIVE	SPANISH	1800,33	15aSPANISH	5,32
2235	NEGATIVE	SPANISH	1801,83	11aSPANISH	5,28
3420	NEGATIVE	SPANISH	1801,83	12aSPANISH	6,24
2554	NEGATIVE	SPANISH	1801,88	11aSPANISH	5,28
4540	NEGATIVE	SPANISH	1809,73	06aSPANISH	5,64
3853	NEUTRAL	SPANISH	1811,87	02bSPANISH	6
3853	NEUTRAL	SPANISH	1816,69	05bSPANISH	5,36
2554	NEGATIVE	SPANISH	1816,76	15aSPANISH	5,32
4124	NEUTRAL	SPANISH	1816,76	19bSPANISH	5,04
3853	NEGATIVE	SPANISH	1820,24	10aSPANISH	4,92
4696	NEUTRAL	SPANISH	1822,33	16bSPANISH	4,52
3853	NEGATIVE	SPANISH	1824,28	15aSPANISH	5,32
2554	NEUTRAL	SPANISH	1826,56	07bSPANISH	5
4696	NEGATIVE	SPANISH	1826,58	04aSPANISH	4,28
2554	NEUTRAL	SPANISH	1828,69	19bSPANISH	5,04
2554	NEUTRAL	SPANISH	1830,58	03bSPANISH	5
3420	NEUTRAL	SPANISH	1838,11	06bSPANISH	4,24
2554	NEGATIVE	SPANISH	1838,82	06aSPANISH	5,64
3853	NEUTRAL	SPANISH	1839,66	14bSPANISH	3,92
3420	NEGATIVE	SPANISH	1844,07	06aSPANISH	5,64
3853	NEGATIVE	SPANISH	1849,79	07aSPANISH	4,76
2554	NEGATIVE	SPANISH	1850,3	10aSPANISH	4,92
3853	NEGATIVE	SPANISH	1852,42	03aSPANISH	5,16
4696	NEGATIVE	SPANISH	1853	17aSPANISH	6,24
3420	NEGATIVE	SPANISH	1857,27	09aSPANISH	5,28
4696	NEGATIVE	SPANISH	1859,43	19aSPANISH	4,24
2554	NEGATIVE	SPANISH	1859,54	12aSPANISH	6,24
3420	NEGATIVE	SPANISH	1862,88	07aSPANISH	4,76
2554	NEUTRAL	SPANISH	1867,41	15bSPANISH	3,84
2554	NEUTRAL	SPANISH	1870,08	18bSPANISH	5,84
3853	NEUTRAL	SPANISH	1870,28	13bSPANISH	4,44
2554	NEGATIVE	SPANISH	1871,44	18aSPANISH	5,88
2554	NEGATIVE	SPANISH	1872,26	02aSPANISH	6,04
2554	NEUTRAL	SPANISH	1875,67	05bSPANISH	5,36
2554	NEGATIVE	SPANISH	1883,24	07aSPANISH	4,76
2554	NEUTRAL	SPANISH	1883,61	20bSPANISH	5,92
3853	NEUTRAL	SPANISH	1884,13	07bSPANISH	5
3420	NEUTRAL	SPANISH	1884,68	16bSPANISH	4,52
2554	NEUTRAL	SPANISH	1884,7	14bSPANISH	3,92
3853	NEGATIVE	SPANISH	1886,67	02aSPANISH	6,04
3853	NEGATIVE	SPANISH	1888,41	18aSPANISH	5,88
3853	NEUTRAL	SPANISH	1889,78	10bSPANISH	5,6
3853	NEUTRAL	SPANISH	1891,46	08bSPANISH	3,72
3853	NEGATIVE	SPANISH	1893,63	08aSPANISH	6,4
3853	NEUTRAL	SPANISH	1894,06	19bSPANISH	5,04
3853	NEGATIVE	SPANISH	1896,86	13aSPANISH	5,88
3420	NEUTRAL	SPANISH	1897,38	17bSPANISH	5,28
1613	NEGATIVE	SPANISH	1902	20aSPANISH	3,08
2554	NEUTRAL	SPANISH	1903,1	13bSPANISH	4,44
2554	NEUTRAL	SPANISH	1903,39	08bSPANISH	3,72
3853	NEGATIVE	SPANISH	1906,93	11aSPANISH	5,28
3420	NEUTRAL	SPANISH	1910,03	15bSPANISH	3,84
3420	NEUTRAL	SPANISH	1910,97	05bSPANISH	5,36
2554	NEGATIVE	SPANISH	1911,03	14aSPANISH	4,8
2554	NEGATIVE	SPANISH	1911,36	09aSPANISH	5,28
3853	NEUTRAL	SPANISH	1915,65	11bSPANISH	5,96
3853	NEUTRAL	SPANISH	1919,04	20bSPANISH	5,92
2554	NEUTRAL	SPANISH	1921,83	10bSPANISH	5,6
3853	NEUTRAL	SPANISH	1925,62	09bSPANISH	5,48
2554	NEUTRAL	SPANISH	1925,76	12bSPANISH	4,96
3853	NEUTRAL	SPANISH	1927,22	17bSPANISH	5,28
3853	NEGATIVE	SPANISH	1929,03	12aSPANISH	6,24
2554	NEGATIVE	SPANISH	1929,15	13aSPANISH	5,88
3853	NEUTRAL	SPANISH	1929,32	18bSPANISH	5,84
3853	NEGATIVE	SPANISH	1931,57	19aSPANISH	4,24
3420	NEGATIVE	SPANISH	1933,42	14aSPANISH	4,8
3853	NEUTRAL	SPANISH	1936,13	06bSPANISH	4,24
2554	NEGATIVE	SPANISH	1936,14	16aSPANISH	6,12
3853	NEGATIVE	SPANISH	1936,75	01aSPANISH	5,8
2554	NEUTRAL	SPANISH	1936,87	04bSPANISH	4,44
3853	NEUTRAL	SPANISH	1937,34	15bSPANISH	3,84
3853	NEUTRAL	SPANISH	1940,21	12bSPANISH	4,96
3853	NEGATIVE	SPANISH	1941,93	14aSPANISH	4,8
2554	NEUTRAL	SPANISH	1948,71	16bSPANISH	4,52
2554	NEGATIVE	SPANISH	1953,69	04aSPANISH	4,28
2554	NEUTRAL	SPANISH	1958,97	06bSPANISH	4,24
2554	NEGATIVE	SPANISH	1976,9	20aSPANISH	3,08
3853	NEUTRAL	SPANISH	1984,2	01bSPANISH	4
3853	NEUTRAL	SPANISH	1986,57	16bSPANISH	4,52
3853	NEGATIVE	SPANISH	1986,59	04aSPANISH	4,28
3853	NEGATIVE	SPANISH	1988,06	06aSPANISH	5,64
3853	NEUTRAL	SPANISH	1988,37	04bSPANISH	4,44
3420	NEGATIVE	SPANISH	2009,29	18aSPANISH	5,88
3853	NEGATIVE	SPANISH	2013,16	20aSPANISH	3,08
3420	NEGATIVE	SPANISH	2013,68	01aSPANISH	5,8
1613	NEGATIVE	SPANISH	2019,53	09aSPANISH	5,28
1613	NEGATIVE	SPANISH	2027,8	10aSPANISH	4,92
1613	NEGATIVE	SPANISH	2034,9	18aSPANISH	5,88
3420	NEUTRAL	SPANISH	2040,48	03bSPANISH	5
1613	NEUTRAL	SPANISH	2041,44	20bSPANISH	5,92
2554	NEGATIVE	SPANISH	2046,63	03aSPANISH	5,16
1613	NEUTRAL	SPANISH	2064,22	02bSPANISH	6
1613	NEUTRAL	SPANISH	2069,88	09bSPANISH	5,48
2798	NEUTRAL	SPANISH	2072,84	05bSPANISH	5,36
2798	NEUTRAL	SPANISH	2087	04bSPANISH	4,44
1613	NEGATIVE	SPANISH	2093,27	16aSPANISH	6,12
1613	NEUTRAL	SPANISH	2105,26	01bSPANISH	4
2798	NEUTRAL	SPANISH	2107,09	10bSPANISH	5,6
1613	NEUTRAL	SPANISH	2110,54	13bSPANISH	4,44
2798	NEUTRAL	SPANISH	2119,17	16bSPANISH	4,52
1613	NEUTRAL	SPANISH	2127,79	03bSPANISH	5
1613	NEUTRAL	SPANISH	2142,21	17bSPANISH	5,28
1613	NEUTRAL	SPANISH	2142,6	07bSPANISH	5
2798	NEGATIVE	SPANISH	2143	02aSPANISH	6,04
1613	NEUTRAL	SPANISH	2146,19	04bSPANISH	4,44
1613	NEGATIVE	SPANISH	2156,06	12aSPANISH	6,24
1613	NEGATIVE	SPANISH	2156,57	02aSPANISH	6,04
1613	NEUTRAL	SPANISH	2159	14bSPANISH	3,92
1613	NEUTRAL	SPANISH	2160,45	11bSPANISH	5,96
2798	NEGATIVE	SPANISH	2161,3	01aSPANISH	5,8
1613	NEUTRAL	SPANISH	2161,47	06bSPANISH	4,24
2798	NEUTRAL	SPANISH	2172,35	14bSPANISH	3,92
1613	NEGATIVE	SPANISH	2177,76	17aSPANISH	6,24
1613	NEGATIVE	SPANISH	2179,81	05aSPANISH	3,84
1613	NEGATIVE	SPANISH	2182,96	13aSPANISH	5,88
1613	NEUTRAL	SPANISH	2211,64	10bSPANISH	5,6
1613	NEUTRAL	SPANISH	2211,78	08bSPANISH	3,72
1613	NEGATIVE	SPANISH	2214,73	03aSPANISH	5,16
1613	NEGATIVE	SPANISH	2220,71	19aSPANISH	4,24
1613	NEUTRAL	SPANISH	2226,03	12bSPANISH	4,96
1613	NEGATIVE	SPANISH	2226,38	14aSPANISH	4,8
2798	NEUTRAL	SPANISH	2229,61	20bSPANISH	5,92
2798	NEGATIVE	SPANISH	2234,91	14aSPANISH	4,8
1613	NEUTRAL	SPANISH	2258,06	19bSPANISH	5,04
2798	NEUTRAL	SPANISH	2261,77	15bSPANISH	3,84
2798	NEGATIVE	SPANISH	2266,97	04aSPANISH	4,28
1613	NEGATIVE	SPANISH	2272,12	06aSPANISH	5,64
2798	NEGATIVE	SPANISH	2272,29	08aSPANISH	6,4
1613	NEGATIVE	SPANISH	2273,23	11aSPANISH	5,28
2798	NEUTRAL	SPANISH	2280,67	19bSPANISH	5,04
2798	NEUTRAL	SPANISH	2281,78	18bSPANISH	5,84
2798	NEGATIVE	SPANISH	2284,68	19aSPANISH	4,24
1613	NEGATIVE	SPANISH	2286,12	08aSPANISH	6,4
1613	NEUTRAL	SPANISH	2289,77	16bSPANISH	4,52
1613	NEUTRAL	SPANISH	2299,26	15bSPANISH	3,84
2798	NEGATIVE	SPANISH	2305,23	16aSPANISH	6,12
1613	NEGATIVE	SPANISH	2314,68	01aSPANISH	5,8
2798	NEUTRAL	SPANISH	2316,46	02bSPANISH	6
4649	NEUTRAL	SPANISH	2320,76	02bSPANISH	6
4649	NEGATIVE	SPANISH	2324,14	07aSPANISH	4,76
2798	NEGATIVE	SPANISH	2331,48	20aSPANISH	3,08
1613	NEGATIVE	SPANISH	2332,35	07aSPANISH	4,76
2798	NEGATIVE	SPANISH	2333,88	18aSPANISH	5,88
2798	NEGATIVE	SPANISH	2335,43	12aSPANISH	6,24
1613	NEUTRAL	SPANISH	2336,88	05bSPANISH	5,36
2798	NEUTRAL	SPANISH	2338,97	11bSPANISH	5,96
1613	NEGATIVE	SPANISH	2343,19	04aSPANISH	4,28
2798	NEGATIVE	SPANISH	2350,82	09aSPANISH	5,28
2798	NEGATIVE	SPANISH	2352,22	10aSPANISH	4,92
2798	NEUTRAL	SPANISH	2366,68	07bSPANISH	5
2798	NEUTRAL	SPANISH	2368,97	17bSPANISH	5,28
2798	NEGATIVE	SPANISH	2370,78	11aSPANISH	5,28
1613	NEUTRAL	SPANISH	2373,25	18bSPANISH	5,84
2798	NEGATIVE	SPANISH	2374,39	07aSPANISH	4,76
2798	NEUTRAL	SPANISH	2379,26	01bSPANISH	4
4649	NEUTRAL	SPANISH	2382,74	15bSPANISH	3,84
4649	NEUTRAL	SPANISH	2402,8	07bSPANISH	5
2798	NEUTRAL	SPANISH	2408,68	03bSPANISH	5
4649	NEUTRAL	SPANISH	2408,7	14bSPANISH	3,92
4649	NEGATIVE	SPANISH	2418,61	01aSPANISH	5,8
4649	NEGATIVE	SPANISH	2429,52	03aSPANISH	5,16
4649	NEGATIVE	SPANISH	2431,65	05aSPANISH	3,84
1613	NEGATIVE	SPANISH	2441,82	15aSPANISH	5,32
4649	NEGATIVE	SPANISH	2448,19	18aSPANISH	5,88
