SUBJ	condition	language	PUPIL_SIZE	CCC	rating_natural
3497	NEGATIVE	ENGLISH	1779,26	04aENGLISH	4,28
3570	NEGATIVE	ENGLISH	1779,77	07aENGLISH	4,76
4486	NEUTRAL	ENGLISH	1780,36	03bENGLISH	5
4542	NEGATIVE	ENGLISH	1782	15aENGLISH	5,32
4542	NEUTRAL	ENGLISH	1782,38	12bENGLISH	4,96
3497	NEGATIVE	ENGLISH	1782,76	09aENGLISH	5,28
3570	NEUTRAL	ENGLISH	1783,23	10bENGLISH	5,6
4493	NEGATIVE	ENGLISH	1783,37	13aENGLISH	5,88
4542	NEUTRAL	ENGLISH	1784,23	08bENGLISH	3,72
4353	NEGATIVE	ENGLISH	1785,8	16aENGLISH	6,12
4493	NEUTRAL	ENGLISH	1786,97	01bENGLISH	4
3570	NEGATIVE	ENGLISH	1789,85	19aENGLISH	4,24
4542	NEUTRAL	ENGLISH	1790,83	15bENGLISH	3,84
4486	NEGATIVE	ENGLISH	1790,9	07aENGLISH	4,76
4542	NEGATIVE	ENGLISH	1792,33	03aENGLISH	5,16
4486	NEUTRAL	ENGLISH	1792,47	09bENGLISH	5,48
4542	NEUTRAL	ENGLISH	1793,88	19bENGLISH	5,04
4493	NEUTRAL	ENGLISH	1795,98	14bENGLISH	3,92
4542	NEUTRAL	ENGLISH	1796,57	16bENGLISH	4,52
3570	NEGATIVE	ENGLISH	1796,8	03aENGLISH	5,16
3570	NEGATIVE	ENGLISH	1797,19	01aENGLISH	5,8
3570	NEUTRAL	ENGLISH	1798,22	17bENGLISH	5,28
4486	NEGATIVE	ENGLISH	1800,38	17aENGLISH	6,24
4542	NEGATIVE	ENGLISH	1801,23	09aENGLISH	5,28
3497	NEUTRAL	ENGLISH	1801,8	10bENGLISH	5,6
4493	NEGATIVE	ENGLISH	1803,43	02aENGLISH	6,04
4542	NEUTRAL	ENGLISH	1804,7	14bENGLISH	3,92
4493	NEUTRAL	ENGLISH	1806,03	11bENGLISH	5,96
4542	NEGATIVE	ENGLISH	1806,87	12aENGLISH	6,24
4542	NEUTRAL	ENGLISH	1807,92	13bENGLISH	4,44
4542	NEUTRAL	ENGLISH	1807,94	09bENGLISH	5,48
4486	NEGATIVE	ENGLISH	1808,43	13aENGLISH	5,88
4542	NEUTRAL	ENGLISH	1810,21	06bENGLISH	4,24
4542	NEUTRAL	ENGLISH	1812,72	01bENGLISH	4
4542	NEGATIVE	ENGLISH	1813,27	11aENGLISH	5,28
4542	NEGATIVE	ENGLISH	1814,43	20aENGLISH	3,08
3497	NEUTRAL	ENGLISH	1815,95	12bENGLISH	4,96
4542	NEGATIVE	ENGLISH	1818,55	01aENGLISH	5,8
4493	NEGATIVE	ENGLISH	1823,58	19aENGLISH	4,24
4542	NEGATIVE	ENGLISH	1824,07	17aENGLISH	6,24
3570	NEUTRAL	ENGLISH	1825,21	03bENGLISH	5
3497	NEUTRAL	ENGLISH	1827,68	15bENGLISH	3,84
3570	NEUTRAL	ENGLISH	1829,18	08bENGLISH	3,72
4179	NEUTRAL	ENGLISH	1830,88	16bENGLISH	4,52
4179	NEUTRAL	ENGLISH	1831,17	17bENGLISH	5,28
4542	NEGATIVE	ENGLISH	1831,5	02aENGLISH	6,04
3570	NEGATIVE	ENGLISH	1834,07	20aENGLISH	3,08
4423	NEUTRAL	ENGLISH	1835,32	04bENGLISH	4,44
4179	NEUTRAL	ENGLISH	1837,3	18bENGLISH	5,84
4542	NEGATIVE	ENGLISH	1837,55	19aENGLISH	4,24
4179	NEUTRAL	ENGLISH	1837,72	15bENGLISH	3,84
4423	NEGATIVE	ENGLISH	1838,28	10aENGLISH	4,92
4542	NEGATIVE	ENGLISH	1838,44	08aENGLISH	6,4
3497	NEUTRAL	ENGLISH	1838,66	18bENGLISH	5,84
4542	NEUTRAL	ENGLISH	1840,73	17bENGLISH	5,28
4179	NEGATIVE	ENGLISH	1840,92	10aENGLISH	4,92
3570	NEGATIVE	ENGLISH	1843,32	05aENGLISH	3,84
3570	NEUTRAL	ENGLISH	1844	02bENGLISH	6
4542	NEUTRAL	ENGLISH	1845,02	03bENGLISH	5
4542	NEUTRAL	ENGLISH	1846,46	04bENGLISH	4,44
4493	NEUTRAL	ENGLISH	1846,54	20bENGLISH	5,92
3570	NEGATIVE	ENGLISH	1848,42	02aENGLISH	6,04
3497	NEGATIVE	ENGLISH	1851,97	10aENGLISH	4,92
4542	NEGATIVE	ENGLISH	1852,67	04aENGLISH	4,28
4542	NEGATIVE	ENGLISH	1852,85	13aENGLISH	5,88
3570	NEGATIVE	ENGLISH	1853,23	04aENGLISH	4,28
4493	NEUTRAL	ENGLISH	1854,72	08bENGLISH	3,72
4542	NEGATIVE	ENGLISH	1855,92	16aENGLISH	6,12
4493	NEUTRAL	ENGLISH	1856,92	17bENGLISH	5,28
4179	NEUTRAL	ENGLISH	1856,94	06bENGLISH	4,24
4542	NEGATIVE	ENGLISH	1858,18	07aENGLISH	4,76
3570	NEUTRAL	ENGLISH	1858,94	15bENGLISH	3,84
4179	NEGATIVE	ENGLISH	1859,09	03aENGLISH	5,16
3497	NEUTRAL	ENGLISH	1860,25	20bENGLISH	5,92
4179	NEUTRAL	ENGLISH	1860,62	14bENGLISH	3,92
4542	NEUTRAL	ENGLISH	1864,4	05bENGLISH	5,36
3497	NEUTRAL	ENGLISH	1865,66	02bENGLISH	6
4179	NEUTRAL	ENGLISH	1867,72	08bENGLISH	3,72
4542	NEUTRAL	ENGLISH	1872,97	11bENGLISH	5,96
4493	NEUTRAL	ENGLISH	1875,02	15bENGLISH	3,84
4179	NEGATIVE	ENGLISH	1877,09	07aENGLISH	4,76
3570	NEGATIVE	ENGLISH	1877,87	09aENGLISH	5,28
4542	NEUTRAL	ENGLISH	1880,97	18bENGLISH	5,84
3497	NEGATIVE	ENGLISH	1882,03	05aENGLISH	3,84
4179	NEUTRAL	ENGLISH	1882,55	07bENGLISH	5
3497	NEGATIVE	ENGLISH	1882,71	12aENGLISH	6,24
4179	NEGATIVE	ENGLISH	1883,74	11aENGLISH	5,28
3497	NEGATIVE	ENGLISH	1886,83	01aENGLISH	5,8
3497	NEGATIVE	ENGLISH	1886,91	15aENGLISH	5,32
4542	NEUTRAL	ENGLISH	1888,47	07bENGLISH	5
3497	NEUTRAL	ENGLISH	1889,29	09bENGLISH	5,48
3570	NEGATIVE	ENGLISH	1894,29	06aENGLISH	5,64
4542	NEGATIVE	ENGLISH	1894,94	10aENGLISH	4,92
4493	NEGATIVE	ENGLISH	1896,22	17aENGLISH	6,24
3497	NEUTRAL	ENGLISH	1899,05	17bENGLISH	5,28
3497	NEGATIVE	ENGLISH	1903,29	17aENGLISH	6,24
3497	NEUTRAL	ENGLISH	1907,89	16bENGLISH	4,52
3497	NEGATIVE	ENGLISH	1908,15	13aENGLISH	5,88
4179	NEGATIVE	ENGLISH	1909,11	12aENGLISH	6,24
3497	NEGATIVE	ENGLISH	1910,02	03aENGLISH	5,16
3570	NEGATIVE	ENGLISH	1912,9	18aENGLISH	5,88
4179	NEUTRAL	ENGLISH	1913,19	01bENGLISH	4
3497	NEUTRAL	ENGLISH	1915,97	13bENGLISH	4,44
3497	NEGATIVE	ENGLISH	1916,97	18aENGLISH	5,88
3497	NEGATIVE	ENGLISH	1917,4	20aENGLISH	3,08
4179	NEGATIVE	ENGLISH	1917,57	06aENGLISH	5,64
3497	NEUTRAL	ENGLISH	1918,54	14bENGLISH	3,92
4493	NEGATIVE	ENGLISH	1919,89	20aENGLISH	3,08
4493	NEGATIVE	ENGLISH	1921,32	15aENGLISH	5,32
3497	NEGATIVE	ENGLISH	1926,39	19aENGLISH	4,24
4486	NEUTRAL	ENGLISH	1926,88	13bENGLISH	4,44
3497	NEUTRAL	ENGLISH	1927,46	04bENGLISH	4,44
4493	NEUTRAL	ENGLISH	1930,12	02bENGLISH	6
4179	NEGATIVE	ENGLISH	1932,9	08aENGLISH	6,4
3497	NEUTRAL	ENGLISH	1933,94	08bENGLISH	3,72
3497	NEGATIVE	ENGLISH	1934,73	02aENGLISH	6,04
4542	NEUTRAL	ENGLISH	1935,84	20bENGLISH	5,92
3570	NEGATIVE	ENGLISH	1938,03	11aENGLISH	5,28
3497	NEUTRAL	ENGLISH	1938,46	06bENGLISH	4,24
3497	NEUTRAL	ENGLISH	1938,69	01bENGLISH	4
4179	NEGATIVE	ENGLISH	1939,06	05aENGLISH	3,84
4179	NEGATIVE	ENGLISH	1940,12	17aENGLISH	6,24
3497	NEUTRAL	ENGLISH	1944,84	19bENGLISH	5,04
4179	NEUTRAL	ENGLISH	1945,52	04bENGLISH	4,44
4179	NEGATIVE	ENGLISH	1945,94	16aENGLISH	6,12
4179	NEUTRAL	ENGLISH	1947,39	20bENGLISH	5,92
4493	NEUTRAL	ENGLISH	1949,37	12bENGLISH	4,96
3497	NEUTRAL	ENGLISH	1952,03	07bENGLISH	5
4179	NEGATIVE	ENGLISH	1953,38	01aENGLISH	5,8
3497	NEGATIVE	ENGLISH	1955,72	06aENGLISH	5,64
3497	NEGATIVE	ENGLISH	1957,56	16aENGLISH	6,12
3497	NEUTRAL	ENGLISH	1957,6	11bENGLISH	5,96
3497	NEGATIVE	ENGLISH	1958,29	08aENGLISH	6,4
4486	NEUTRAL	ENGLISH	1958,5	19bENGLISH	5,04
4179	NEUTRAL	ENGLISH	1959,81	05bENGLISH	5,36
3497	NEUTRAL	ENGLISH	1960,45	03bENGLISH	5
4179	NEUTRAL	ENGLISH	1963,1	03bENGLISH	5
3497	NEUTRAL	ENGLISH	1964,13	05bENGLISH	5,36
4179	NEGATIVE	ENGLISH	1968,88	14aENGLISH	4,8
4179	NEUTRAL	ENGLISH	1969,28	10bENGLISH	5,6
4542	NEGATIVE	ENGLISH	1971,43	18aENGLISH	5,88
4179	NEGATIVE	ENGLISH	1975,39	09aENGLISH	5,28
4493	NEUTRAL	ENGLISH	1983,1	16bENGLISH	4,52
4179	NEUTRAL	ENGLISH	1983,48	11bENGLISH	5,96
3497	NEGATIVE	ENGLISH	2000,13	11aENGLISH	5,28
4179	NEGATIVE	ENGLISH	2001,68	02aENGLISH	6,04
3497	NEGATIVE	ENGLISH	2002,43	07aENGLISH	4,76
4493	NEGATIVE	ENGLISH	2004,1	12aENGLISH	6,24
4179	NEUTRAL	ENGLISH	2004,7	09bENGLISH	5,48
4179	NEGATIVE	ENGLISH	2018,5	20aENGLISH	3,08
4179	NEGATIVE	ENGLISH	2019,32	13aENGLISH	5,88
3570	NEUTRAL	ENGLISH	2024,44	13bENGLISH	4,44
4179	NEUTRAL	ENGLISH	2024,47	13bENGLISH	4,44
4179	NEUTRAL	ENGLISH	2028,33	12bENGLISH	4,96
4179	NEGATIVE	ENGLISH	2035,55	18aENGLISH	5,88
4179	NEGATIVE	ENGLISH	2041,76	15aENGLISH	5,32
4179	NEUTRAL	ENGLISH	2043,43	19bENGLISH	5,04
4179	NEGATIVE	ENGLISH	2067,19	04aENGLISH	4,28
3497	NEGATIVE	ENGLISH	2131,18	14aENGLISH	4,8
4179	NEGATIVE	ENGLISH	2201,72	19aENGLISH	4,24
3550	NEUTRAL	ENGLISH	2708,48	19bENGLISH	5,04
3550	NEGATIVE	ENGLISH	2749,9	02aENGLISH	6,04
3550	NEGATIVE	ENGLISH	2772,29	17aENGLISH	6,24
3550	NEGATIVE	ENGLISH	2798	11aENGLISH	5,28
3550	NEUTRAL	ENGLISH	2802,28	11bENGLISH	5,96
3550	NEUTRAL	ENGLISH	2854	08bENGLISH	3,72
3550	NEUTRAL	ENGLISH	2864,74	02bENGLISH	6
3550	NEGATIVE	ENGLISH	2873,17	04aENGLISH	4,28
3550	NEUTRAL	ENGLISH	2899,36	17bENGLISH	5,28
3550	NEGATIVE	ENGLISH	2900,5	16aENGLISH	6,12
3550	NEGATIVE	ENGLISH	2905,65	13aENGLISH	5,88
3550	NEGATIVE	ENGLISH	2915,29	03aENGLISH	5,16
3550	NEUTRAL	ENGLISH	2916	01bENGLISH	4
3550	NEUTRAL	ENGLISH	2916,05	18bENGLISH	5,84
3550	NEGATIVE	ENGLISH	2922,55	08aENGLISH	6,4
3550	NEGATIVE	ENGLISH	2927,27	10aENGLISH	4,92
3550	NEUTRAL	ENGLISH	2927,87	15bENGLISH	3,84
3550	NEUTRAL	ENGLISH	2927,94	20bENGLISH	5,92
3550	NEUTRAL	ENGLISH	2939	14bENGLISH	3,92
3550	NEUTRAL	ENGLISH	2943,24	06bENGLISH	4,24
3550	NEGATIVE	ENGLISH	2943,65	18aENGLISH	5,88
3550	NEUTRAL	ENGLISH	2949,41	07bENGLISH	5
3550	NEGATIVE	ENGLISH	2952,61	20aENGLISH	3,08
3550	NEUTRAL	ENGLISH	2964,11	09bENGLISH	5,48
3550	NEGATIVE	ENGLISH	2964,32	07aENGLISH	4,76
3550	NEUTRAL	ENGLISH	2978,92	03bENGLISH	5
3550	NEGATIVE	ENGLISH	2981,12	06aENGLISH	5,64
3550	NEGATIVE	ENGLISH	3003,59	05aENGLISH	3,84
3550	NEUTRAL	ENGLISH	3007,54	13bENGLISH	4,44
3550	NEUTRAL	ENGLISH	3010,4	10bENGLISH	5,6
3550	NEGATIVE	ENGLISH	3028,56	09aENGLISH	5,28
3550	NEGATIVE	ENGLISH	3037,89	12aENGLISH	6,24
3550	NEUTRAL	ENGLISH	3040,5	16bENGLISH	4,52
3550	NEUTRAL	ENGLISH	3057,5	12bENGLISH	4,96
3550	NEGATIVE	ENGLISH	3069,19	01aENGLISH	5,8
3550	NEGATIVE	ENGLISH	3090,5	15aENGLISH	5,32
3550	NEUTRAL	ENGLISH	3117,5	04bENGLISH	4,44
3550	NEGATIVE	ENGLISH	3124,32	14aENGLISH	4,8
3550	NEUTRAL	ENGLISH	3164,22	05bENGLISH	5,36
3550	NEGATIVE	ENGLISH	3251,82	19aENGLISH	4,24
4533	NEUTRAL	ENGLISH	943,67	16bENGLISH	4,52
4533	NEGATIVE	ENGLISH	951,03	18aENGLISH	5,88
4533	NEGATIVE	ENGLISH	964,22	07aENGLISH	4,76
4533	NEGATIVE	ENGLISH	974,12	04aENGLISH	4,28
4533	NEUTRAL	ENGLISH	979,88	10bENGLISH	5,6
4533	NEGATIVE	ENGLISH	987,21	08aENGLISH	6,4
4533	NEGATIVE	ENGLISH	987,44	10aENGLISH	4,92
4533	NEGATIVE	ENGLISH	990,59	06aENGLISH	5,64
4533	NEGATIVE	ENGLISH	994,53	03aENGLISH	5,16
923	NEUTRAL	ENGLISH	995,34	03bENGLISH	5
923	NEUTRAL	ENGLISH	996,65	02bENGLISH	6
3290	NEUTRAL	ENGLISH	998	15bENGLISH	3,84
3290	NEGATIVE	ENGLISH	999,5	04aENGLISH	4,28
4533	NEUTRAL	ENGLISH	1004,51	07bENGLISH	5
4533	NEGATIVE	ENGLISH	1006,97	05aENGLISH	3,84
4533	NEUTRAL	ENGLISH	1010,58	14bENGLISH	3,92
3290	NEUTRAL	ENGLISH	1012,43	17bENGLISH	5,28
4533	NEGATIVE	ENGLISH	1017,81	13aENGLISH	5,88
4533	NEGATIVE	ENGLISH	1020,62	12aENGLISH	6,24
3290	NEGATIVE	ENGLISH	1021,29	05aENGLISH	3,84
4533	NEUTRAL	ENGLISH	1025,19	11bENGLISH	5,96
3290	NEUTRAL	ENGLISH	1027,91	07bENGLISH	5
4533	NEUTRAL	ENGLISH	1028,35	01bENGLISH	4
4533	NEUTRAL	ENGLISH	1030,62	02bENGLISH	6
4533	NEUTRAL	ENGLISH	1033,42	20bENGLISH	5,92
4533	NEUTRAL	ENGLISH	1035,16	04bENGLISH	4,44
923	NEUTRAL	ENGLISH	1036,58	13bENGLISH	4,44
3290	NEUTRAL	ENGLISH	1038,62	09bENGLISH	5,48
4533	NEGATIVE	ENGLISH	1039,56	16aENGLISH	6,12
4533	NEGATIVE	ENGLISH	1041,31	02aENGLISH	6,04
4533	NEUTRAL	ENGLISH	1043,85	05bENGLISH	5,36
4533	NEGATIVE	ENGLISH	1047,22	19aENGLISH	4,24
3290	NEUTRAL	ENGLISH	1047,64	12bENGLISH	4,96
923	NEUTRAL	ENGLISH	1049	04bENGLISH	4,44
3290	NEUTRAL	ENGLISH	1049,41	20bENGLISH	5,92
4533	NEUTRAL	ENGLISH	1052,49	03bENGLISH	5
923	NEUTRAL	ENGLISH	1054,33	07bENGLISH	5
923	NEGATIVE	ENGLISH	1056,06	11aENGLISH	5,28
923	NEUTRAL	ENGLISH	1056,26	15bENGLISH	3,84
923	NEGATIVE	ENGLISH	1057	14aENGLISH	4,8
3290	NEUTRAL	ENGLISH	1058,86	03bENGLISH	5
923	NEGATIVE	ENGLISH	1059	02aENGLISH	6,04
4533	NEUTRAL	ENGLISH	1059,1	12bENGLISH	4,96
4533	NEGATIVE	ENGLISH	1059,97	11aENGLISH	5,28
923	NEUTRAL	ENGLISH	1060,1	14bENGLISH	3,92
3290	NEGATIVE	ENGLISH	1060,82	01aENGLISH	5,8
923	NEGATIVE	ENGLISH	1062,7	19aENGLISH	4,24
923	NEGATIVE	ENGLISH	1068,38	01aENGLISH	5,8
923	NEUTRAL	ENGLISH	1068,5	17bENGLISH	5,28
3290	NEUTRAL	ENGLISH	1072,29	18bENGLISH	5,84
923	NEGATIVE	ENGLISH	1072,66	04aENGLISH	4,28
3290	NEUTRAL	ENGLISH	1074,19	01bENGLISH	4
4533	NEGATIVE	ENGLISH	1074,45	20aENGLISH	3,08
4533	NEUTRAL	ENGLISH	1074,49	06bENGLISH	4,24
923	NEUTRAL	ENGLISH	1076,41	16bENGLISH	4,52
3290	NEUTRAL	ENGLISH	1076,56	13bENGLISH	4,44
4533	NEGATIVE	ENGLISH	1078,67	09aENGLISH	5,28
3290	NEUTRAL	ENGLISH	1079,16	08bENGLISH	3,72
923	NEGATIVE	ENGLISH	1079,52	08aENGLISH	6,4
3290	NEGATIVE	ENGLISH	1081,31	17aENGLISH	6,24
923	NEUTRAL	ENGLISH	1081,44	10bENGLISH	5,6
923	NEGATIVE	ENGLISH	1081,85	03aENGLISH	5,16
923	NEUTRAL	ENGLISH	1082,57	06bENGLISH	4,24
923	NEGATIVE	ENGLISH	1085,16	05aENGLISH	3,84
4533	NEUTRAL	ENGLISH	1086	17bENGLISH	5,28
923	NEUTRAL	ENGLISH	1086,43	12bENGLISH	4,96
923	NEGATIVE	ENGLISH	1087,44	16aENGLISH	6,12
3290	NEGATIVE	ENGLISH	1087,86	06aENGLISH	5,64
923	NEGATIVE	ENGLISH	1089	17aENGLISH	6,24
923	NEGATIVE	ENGLISH	1089,16	13aENGLISH	5,88
923	NEGATIVE	ENGLISH	1089,17	10aENGLISH	4,92
3290	NEUTRAL	ENGLISH	1090	19bENGLISH	5,04
923	NEUTRAL	ENGLISH	1090,1	05bENGLISH	5,36
3290	NEGATIVE	ENGLISH	1090,4	08aENGLISH	6,4
3290	NEGATIVE	ENGLISH	1093,9	18aENGLISH	5,88
3290	NEGATIVE	ENGLISH	1094,65	15aENGLISH	5,32
4533	NEGATIVE	ENGLISH	1095,38	14aENGLISH	4,8
923	NEGATIVE	ENGLISH	1096,79	09aENGLISH	5,28
4533	NEUTRAL	ENGLISH	1096,95	19bENGLISH	5,04
4533	NEUTRAL	ENGLISH	1097,27	18bENGLISH	5,84
3290	NEUTRAL	ENGLISH	1097,7	02bENGLISH	6
4533	NEUTRAL	ENGLISH	1098,41	08bENGLISH	3,72
3290	NEGATIVE	ENGLISH	1098,45	09aENGLISH	5,28
923	NEUTRAL	ENGLISH	1099,74	18bENGLISH	5,84
923	NEGATIVE	ENGLISH	1100,89	15aENGLISH	5,32
4533	NEGATIVE	ENGLISH	1102,13	17aENGLISH	6,24
4533	NEUTRAL	ENGLISH	1102,78	15bENGLISH	3,84
923	NEUTRAL	ENGLISH	1103,07	20bENGLISH	5,92
3290	NEGATIVE	ENGLISH	1105,31	13aENGLISH	5,88
3290	NEGATIVE	ENGLISH	1107	14aENGLISH	4,8
923	NEUTRAL	ENGLISH	1107,28	01bENGLISH	4
923	NEGATIVE	ENGLISH	1111,34	18aENGLISH	5,88
3290	NEUTRAL	ENGLISH	1113	11bENGLISH	5,96
923	NEGATIVE	ENGLISH	1116,48	06aENGLISH	5,64
3290	NEGATIVE	ENGLISH	1118,24	16aENGLISH	6,12
3290	NEGATIVE	ENGLISH	1119,67	20aENGLISH	3,08
923	NEGATIVE	ENGLISH	1120,06	07aENGLISH	4,76
3290	NEUTRAL	ENGLISH	1120,91	06bENGLISH	4,24
923	NEUTRAL	ENGLISH	1123,17	11bENGLISH	5,96
3290	NEGATIVE	ENGLISH	1123,89	12aENGLISH	6,24
923	NEUTRAL	ENGLISH	1129,03	08bENGLISH	3,72
4533	NEUTRAL	ENGLISH	1134,63	09bENGLISH	5,48
3290	NEUTRAL	ENGLISH	1135,31	10bENGLISH	5,6
3290	NEUTRAL	ENGLISH	1136,7	14bENGLISH	3,92
4533	NEGATIVE	ENGLISH	1137,13	15aENGLISH	5,32
4533	NEUTRAL	ENGLISH	1140,11	13bENGLISH	4,44
4533	NEGATIVE	ENGLISH	1146,92	01aENGLISH	5,8
923	NEGATIVE	ENGLISH	1150,41	20aENGLISH	3,08
3290	NEGATIVE	ENGLISH	1154,12	10aENGLISH	4,92
3290	NEGATIVE	ENGLISH	1154,25	19aENGLISH	4,24
923	NEGATIVE	ENGLISH	1157,48	12aENGLISH	6,24
3290	NEUTRAL	ENGLISH	1160,67	16bENGLISH	4,52
3290	NEGATIVE	ENGLISH	1161,59	03aENGLISH	5,16
923	NEUTRAL	ENGLISH	1168,84	19bENGLISH	5,04
923	NEUTRAL	ENGLISH	1175,52	09bENGLISH	5,48
3290	NEGATIVE	ENGLISH	1239,28	11aENGLISH	5,28
3290	NEUTRAL	ENGLISH	1240,29	04bENGLISH	4,44
3290	NEUTRAL	ENGLISH	1241,81	05bENGLISH	5,36
3290	NEGATIVE	ENGLISH	1260	07aENGLISH	4,76
3290	NEGATIVE	ENGLISH	1313	02aENGLISH	6,04
4484	NEGATIVE	SPANISH	769,72	18aSPANISH	5,88
4484	NEUTRAL	SPANISH	786,94	06bSPANISH	4,24
4484	NEUTRAL	SPANISH	819,5	20bSPANISH	5,92
4484	NEGATIVE	SPANISH	829,85	02aSPANISH	6,04
4484	NEGATIVE	SPANISH	838,93	19aSPANISH	4,24
4484	NEUTRAL	SPANISH	852,14	16bSPANISH	4,52
4484	NEGATIVE	SPANISH	861,54	17aSPANISH	6,24
4484	NEGATIVE	SPANISH	864,3	10aSPANISH	4,92
4484	NEUTRAL	SPANISH	866,34	15bSPANISH	3,84
4484	NEGATIVE	SPANISH	869,45	12aSPANISH	6,24
4484	NEUTRAL	SPANISH	876,97	10bSPANISH	5,6
4484	NEUTRAL	SPANISH	883,29	19bSPANISH	5,04
4484	NEGATIVE	SPANISH	885,55	13aSPANISH	5,88
4484	NEGATIVE	SPANISH	886,6	04aSPANISH	4,28
4484	NEGATIVE	SPANISH	889,29	20aSPANISH	3,08
4484	NEUTRAL	SPANISH	890,49	07bSPANISH	5
4484	NEUTRAL	SPANISH	891,07	09bSPANISH	5,48
4484	NEUTRAL	SPANISH	892	18bSPANISH	5,84
4484	NEGATIVE	SPANISH	901,59	09aSPANISH	5,28
4484	NEGATIVE	SPANISH	902,85	14aSPANISH	4,8
4484	NEGATIVE	SPANISH	903,32	08aSPANISH	6,4
4484	NEGATIVE	SPANISH	903,55	03aSPANISH	5,16
4484	NEGATIVE	SPANISH	903,81	16aSPANISH	6,12
4484	NEUTRAL	SPANISH	909,15	14bSPANISH	3,92
4484	NEGATIVE	SPANISH	910,07	11aSPANISH	5,28
4484	NEUTRAL	SPANISH	924,84	04bSPANISH	4,44
4109	NEUTRAL	SPANISH	925,91	16bSPANISH	4,52
4109	NEUTRAL	SPANISH	928,97	07bSPANISH	5
3362	NEGATIVE	SPANISH	929	01aSPANISH	5,8
4484	NEUTRAL	SPANISH	929,95	08bSPANISH	3,72
4109	NEUTRAL	SPANISH	932,05	20bSPANISH	5,92
4484	NEUTRAL	SPANISH	933,09	03bSPANISH	5
4109	NEUTRAL	SPANISH	933,56	06bSPANISH	4,24
4484	NEUTRAL	SPANISH	936,54	13bSPANISH	4,44
4484	NEGATIVE	SPANISH	936,88	07aSPANISH	4,76
4484	NEGATIVE	SPANISH	938,71	01aSPANISH	5,8
4484	NEUTRAL	SPANISH	938,97	17bSPANISH	5,28
4109	NEUTRAL	SPANISH	943,38	14bSPANISH	3,92
4109	NEUTRAL	SPANISH	949,29	11bSPANISH	5,96
4484	NEUTRAL	SPANISH	950,48	11bSPANISH	5,96
4109	NEUTRAL	SPANISH	954,87	02bSPANISH	6
4484	NEUTRAL	SPANISH	955,25	01bSPANISH	4
4109	NEUTRAL	SPANISH	957,17	01bSPANISH	4
1649	NEGATIVE	SPANISH	957,39	03aSPANISH	5,16
1649	NEUTRAL	SPANISH	957,59	18bSPANISH	5,84
4109	NEUTRAL	SPANISH	959,1	10bSPANISH	5,6
1649	NEGATIVE	SPANISH	962,74	11aSPANISH	5,28
4109	NEGATIVE	SPANISH	964,9	12aSPANISH	6,24
1649	NEGATIVE	SPANISH	967,38	01aSPANISH	5,8
1649	NEUTRAL	SPANISH	967,66	04bSPANISH	4,44
1649	NEGATIVE	SPANISH	967,84	15aSPANISH	5,32
3362	NEUTRAL	SPANISH	968,22	15bSPANISH	3,84
3362	NEUTRAL	SPANISH	969,13	17bSPANISH	5,28
4109	NEUTRAL	SPANISH	969,98	17bSPANISH	5,28
663	NEUTRAL	SPANISH	970,07	01bSPANISH	4
3362	NEUTRAL	SPANISH	971,78	09bSPANISH	5,48
3362	NEGATIVE	SPANISH	971,8	05aSPANISH	3,84
4109	NEUTRAL	SPANISH	974,47	04bSPANISH	4,44
1649	NEGATIVE	SPANISH	974,96	04aSPANISH	4,28
4109	NEUTRAL	SPANISH	976,58	12bSPANISH	4,96
4109	NEGATIVE	SPANISH	978	06aSPANISH	5,64
4484	NEGATIVE	SPANISH	979,5	06aSPANISH	5,64
3362	NEGATIVE	SPANISH	980,2	16aSPANISH	6,12
4484	NEUTRAL	SPANISH	980,41	05bSPANISH	5,36
4484	NEGATIVE	SPANISH	980,58	05aSPANISH	3,84
4484	NEUTRAL	SPANISH	980,88	12bSPANISH	4,96
4484	NEGATIVE	SPANISH	982,8	15aSPANISH	5,32
663	NEUTRAL	SPANISH	983,67	16bSPANISH	4,52
1649	NEUTRAL	SPANISH	986,33	12bSPANISH	4,96
4109	NEGATIVE	SPANISH	987,85	17aSPANISH	6,24
4109	NEUTRAL	SPANISH	988,05	08bSPANISH	3,72
1649	NEGATIVE	SPANISH	990,12	16aSPANISH	6,12
663	NEUTRAL	SPANISH	990,17	18bSPANISH	5,84
4109	NEUTRAL	SPANISH	992,23	19bSPANISH	5,04
1649	NEUTRAL	SPANISH	994,47	13bSPANISH	4,44
4109	NEGATIVE	SPANISH	996,27	18aSPANISH	5,88
1649	NEUTRAL	SPANISH	996,37	17bSPANISH	5,28
663	NEGATIVE	SPANISH	996,97	02aSPANISH	6,04
2138	NEUTRAL	SPANISH	999,05	01bSPANISH	4
2138	NEUTRAL	SPANISH	999,64	15bSPANISH	3,84
1649	NEGATIVE	SPANISH	999,88	12aSPANISH	6,24
3362	NEUTRAL	SPANISH	999,89	07bSPANISH	5
663	NEUTRAL	SPANISH	1000,13	08bSPANISH	3,72
3362	NEUTRAL	SPANISH	1000,79	18bSPANISH	5,84
3362	NEUTRAL	SPANISH	1001,82	19bSPANISH	5,04
1649	NEUTRAL	SPANISH	1002,03	02bSPANISH	6
4109	NEUTRAL	SPANISH	1002,38	13bSPANISH	4,44
2138	NEUTRAL	SPANISH	1004,29	20bSPANISH	5,92
1649	NEGATIVE	SPANISH	1006,64	02aSPANISH	6,04
